Type of hardware,Model,Submodel,cluster_id
Router,Netgear Nighzhawk,4331/K9,1147
Router,NetgearNighthawk,AX55,1147
Router-a5z,Netgear %ighthawk,,1147
4331/K9,Netgear Nighthawk,Router,1147
V2,Netggear Nighthawk,Routey,1147
Router,Netgear Nighthawk,AX55,1147
Router,NetgearNighthawk,R7000,1147
Router Netgear Nightha@k,,unknown,1147
Netgear Nighthawk,Router,v2-yca,1147
Router,nETGEAR nIGHTHAWK,X55,1147
v2,Route%,Netgear Nighthhawk,1147
Router,r7,NetgearNighthawk,1147
,Netgear 3ighthawk Router,ax,1147
Router-0y0,nETGEAR nIGHTHAWK,4431/K9,1147
rOUTER,v2-63b,NetgearNighthawk,1147
Routeer,Netgear Nighthawk,4331/k9,1147
route,r7,Nitgear Nighthawk,1147
Router,Netgear Nighohawk,,1147
a8z_Router,Netgear Nighthawk-637,433,1147
AX55,c99_Router,Netgear Nighthawk-9b2,1147
Router,Netgear Nighthawk,r7,1147
2x5_Router Netgear Nighthywk,,R7000,1147
Netgear Nighyhawk,Router,r7000,1147
rOUTER,Netgear Nighthawk-4a2,r7000,1147
rOUTER,nETGEAR nIGHTHAWK,R7000,1147
Routet,40b_Netgear Nighthawk,R7000,1147
yyy_Router,nETGEAR nIGHTHAWK,4331/K9,1147
baz_Router,Netgear Nighthawk-x30,AX55-236,1147
42b_Router,z9z_Netgear Nighthawk,4331/#9,1147
Router,Netgear Nighthawk,0,1147
rOUTER,Netgear Nighthawk-25c,X55,1147
NetgearNighthawk,???,Router,1147
Route$,nETGEAR nIGHTHAWK,  ,1147
Router,Netgear Nighthawk,R7000,1147
rOUTER,z10_Netgear Nighthawk,433,1147
Router,Netgea2 Nighthawk,4331/K9,1147
Router,NetgearNighthawk,r7000,1147
rOUTER,,v2 Netgear Nighthawk-03y,1147
Router,Neetgear Nighthawk,ax55,1147
Router,Netgear Night6awk,4331/k9,1147
Router,Netgear Nighthawk,4331/,1147
Router,nETGEAR nIGHTHAWK,R7000,1147
Router,Netgear Nighth*wk,43f1/K9,1147
route,nETGEAR nIGHTHAWK,X55,1147
Router,NetgearNighthawk,v2,1147
Router,890_Netgear Nighthawk,4331iK9,1147
x06_Router,Netgear Nighthawk,AX55,1147
Nettgear Nighthawk,Router,V2,1147
Router,nETGEAR nIGHTHAWK,i2,1147
rOUTER,,AX55 Netgear Night$awk,1147
Netgear Ni7hthawk,Router,5xb_v2,1147
rOUTER,Netgear Nighthawwk,ax55,1147
Router,Net#ear Nighthawk,r7000,1147
x83_Router,nETGEAR nIGHTHAWK,v2-a7z,1147
Router-y5c,nETGEAR nIGHTHAWK,5z8_v2,1147
a95_Router,Netgearr Nighthawk,ve,1147
rOUTER,nETGEAR nIGHTHAWK,433z/K9,1147
93a_Router,NetgearNighthawk,R7000,1147
Netgear Night*awk,Router,4331oK9,1147
Router,NetgearNighthawk,,1147
Router,Netgear Niglthawk,R7000,1147
Router,NetgearNighthawk,v2,1147
rOUTER,Netgear Nighhthawk,ax,1147
Router 4331/K9,nETGEAR nIGHTHAWK,,1147
rOUTER,NetgearNighthawk,,1147
Router,Netgear Nighthawk,r7000,1147
v22,Router,3z6_Netgear Nighthawk,1147
Router,Netgear Nigghthawk,???,1147
Route9,063_Netgear Nighthawk,07000,1147
,ax55 Netghar Nighthawk,Router-a73,1147
rOUTER,Netgeear Nighthawk,AX55,1147
Routerr,nETGEAR nIGHTHAWK,7z3_R7000,1147
rOUTER,ax55,Netgear Nigothawk,1147
Router,Netgeat Nighthawk,4331/K9,1147
rOUTER,R7000,Netgear Nigghthawk,1147
Router,Netgear NNighthawk,v1,1147
rOUTER Netgear Nighthawk-za5,,v2,1147
Route7,nETGEAR nIGHTHAWK,AXX55,1147
Router,NetgearNighthawk,R70@0,1147
Router,nETGEAR nIGHTHAWK,AX555,1147
rOUTER,NetgearNighthawk,4331/K9,1147
rOUTER,98c_Netgear Nighthawk,4331/k9,1147
Router-y6x,z2z_Netgear Nighthawk,4331/,1147
route,Netgear Nighthawk,AX555,1147
08c_Router,Netgear Nighthawk,AX55,1147
AX55,nETGEAR nIGHTHAWK,route,1147
NetgearsNighthawk,x10_AX55,route,1147
Router-59x,Netgear Nighthawk-904,AXX55,1147
501_Router,Netgerr Nighthawk,&X55,1147
rOUTER,nETGEAR nIGHTHAWK,ax55,1147
Router,y7b_Netgear Nighthawk,AX5y,1147
Router,Netgxar Nighthawk,,1147
Route0,N&tgear Nighthawk,,1147
Router-69x,Neetgear Nighthawk,r7,1147
rOUTER,Netgear Nighthawk-884,v2,1147
433,NNetgear Nighthawk,Router,1147
rOUTER,nETGEAR nIGHTHAWK,v2,1147
Router,NetgearNighthawk,unknown,1147
Netgeear Nighthawk,Router,5c1_4331/K9,1147
9yy_Router,Netgear Nighthawk,R7000,1147
5y6_Router,NetgearNighthawk ax55,,1147
Routey,Netgear Ni&hthawk,4331/k9,1147
Router,r7000,nETGEAR nIGHTHAWK,1147
Router,,R70n0 NetgearNighthawk,1147
Routeer,NetgeargNighthawk,AX55,1147
Router,Netgear Nighthaak,v7,1147
0c7_Router,Netgear Nighthawk,0,1147
Router,89z_Netgear Nighthawk,4331/K9,1147
,Netgear fighthawk,V2 Router,1147
Router-xx9,nETGEAR nIGHTHAWK,r7000,1147
Router,,Netgear Nighthawk-z5y,1147
x4a_4331/K9,5y5_Netgear Nighthawk,Router,1147
Netgear Nighthawk,4331/,Router,1147
RR7000,6a1_Netgear Nighthawk,6a3_Router,1147
Routerr,nETGEAR nIGHTHAWK,v2,1147
Router,Netgear Nighthawk,AX55,1147
nETGEAR nIGHTHAWK,rOUTER,Ah55,1147
Router,Netgea2 Nighthawk,199_4331/K9,1147
Router,Netgear Nighthawk AX55,,1147
rOUTER,Nettgear Nighthawk,v2,1147
Router-9c2,Netgear Nighthawk,AX05,1147
rOUTER,NetgearNighthawk,4331/K9,1147
R7000,Netgear Nighthawk-434,Router,1147
942_Router,Netgear Nighthawk-c49,AX55,1147
337_Router,NetgearNighthawk,RR7000,1147
Router-zcz,NetgearNighthawk,ax55,1147
NetgearNighthawk v2,Router,,1147
rOUTER,Netgear Nighthawk,4331bK9,1147
z24_Router,nETGEAR nIGHTHAWK,AX55,1147
rOUTER,,4331/K9 nETGEAR nIGHTHAWK,1147
Router-716,,R7000 NetgearNighthawk,1147
rOUTER,nETGEAR nIGHTHAWK,v2-b0y,1147
route,Netgear Nighthawk,4331/k9,1147
z7a_Router,Netgear Nighthawk,R7000-a51,1147
Router,NetgearNighthawk,R%000,1147
rOUTER,nETGEAR nIGHTHAWK,???,1147
!etgear Nighthawk,Router-x8y,V2,1147
Routeer,nETGEAR nIGHTHAWK,Aq55,1147
Router,nETGEAR nIGHTHAWK,X55,1147
rOUTER,Netgear Nighthawk,4331/K9,1147
Router,Netgear Nighthawk,AX5$,1147
Router,Netgear Nighxhawk,,1147
Router-679,Netgear Nighthawk-b06,8xb_4331/K9,1147
xx4_Router,Netgear N@ghthawk r7000,,1147
nETGEAR nIGHTHAWK,m2,3yc_Router,1147
Router,0,Netgear Nightkawk,1147
aetgear Nighthawk,Router,,1147
Routerr,,vv2 Netgear Nighthnwk,1147
Routerr,NetgearNighthawk,,1147
rOUTER,Netgeear Nighthawk,4331/K9,1147
Router,Netge#r Nighthawk,v2,1147
Router,Netg&ar Nighthawk,R*000,1147
Router-1x7,Netgear Nighthawk,R7000,1147
rOUTER,Netgvar Nighthawk,43,1147
Routeer,NetgearNighthawk,R7070,1147
Router,Netgear Nighthawk-19a,p2,1147
Router-z97,Netgear Nighthawk-3z8,v2-x47,1147
3X55,Route&,Netgear Nighthawk,1147
Router,Netgear Nighthawk 4331/K9,,1147
R7000,1x4_Netgear Nighthawk,zaz_Router,1147
Router,a42_Netgear Nighthawk,ax55,1147
Netgear Nighthawk-bc4,ax55,rOUTER,1147
Router,nETGEAR nIGHTHAWK,vv2,1147
Router,Netgear Nighthawk,AX55,1147
Router,Netgear Nighhthawk,r7000,1147
Router,Netgear Nighthawwk,4331//K9,1147
rOUTER,Netgear Nighthawk,4331/K9,1147
Netgear Nighthark,rOUTER,v2,1147
118_Router,Netge^r Nighthawk,4i31/K9,1147
rOUTER,NetgearNighthawk,v2,1147
Routec,NetgearNighthawk,v2-ab3,1147
Router,Netgear Niighthawk,R7000,1147
Router,Netgear Nightvawk,4331/39,1147
Router,nETGEAR nIGHTHAWK,44331/K9,1147
,Netgear Nxghthawk,route R7000,1147
route,Netgear Nighvhawk,20x_4331/K9,1147
Router,x3b_Netgear Nighthawk,4331//K9,1147
Router,Netgear Nighthawk,v2,1147
Router,Netgear Nighthawk-56z,vv2,1147
Router,Netgear Nighthawk,r70,1147
Router,NetgearNighthawk,unknown,1147
route,8x5_Netgear Nighthawk,ax55,1147
56c_Router,ax55,Netgear Nighthawk,1147
route,*7000,y84_Netgear Nighthawk,1147
Router,Netgear Nighth0wk,4331/K9,1147
Routerr,4c7_Netgear Nighthawk,c40_4331/K9,1147
Router,nETGEAR nIGHTHAWK,32,1147
rOUTER,NetgearNighthawk,X55,1147
928_Router,Netgear Nigghthawk,r7000,1147
Routerr,NetgearNighthawk,V2,1147
Routeu,Netgear NNighthawk,,1147
rOUTER,Netgear Nigh3hawk,v2,1147
rOUTER,Netgear Nighthawk,v2,1147
rOUTER,NetgearNighthawk,R7000,1147
Router-z93,Netgear Nighthawk,v2,1147
Router,Netgear Nighthawk-axz,v2,1147
Routerr,NetgearNighthawk,Rz000,1147
rOUTER,NetgearNighthawk,v2,1147
rOUTER,Netgear Nightha9k,R7000,1147
Netgear Noghthawk,ax5,Router,1147
Router,nETGEAR nIGHTHAWK,4331/K9,1147
Router,Netgear Nigghthawk,AX&5,1147
Router-b1c,Netgear Nighthawk,,1147
rOUTER,Netgear NNighthawk,AX5c,1147
Router,,Netgear Nighthaawk,1147
,0ac_Netgear Nighthawk,v2 Router,1147
Router-44z,Netgearr Nighthawk,z49_R7000,1147
Router,NetgearNighthawk,ax55,1147
Router-021,nETGEAR nIGHTHAWK,r7000,1147
Router,Netgear Nighthawk,4q31/K9,1147
Routerr,Netgear Nighthawk,AX55-658,1147
Router,Newgear Nighthawk,V2,1147
rOUTER,Netgear Nighthawk-96c,v2-659,1147
Routeer,Netgear Ncghthawk,v2,1147
NetgearNighthawk,rOUTER,R70000,1147
Router,,R7700 Nltgear Nighthawk,1147
Router,Netgeaar Nighthawk,4331,1147
Netge8r Nighthawk,e2,route,1147
Router,Netgear Nig%thawk,159_AX55,1147
,Netg*ar Nighthawk Router,R7000-b78,1147
Router,Netgear Nighthawk,AX55,1147
,nETGEAR nIGHTHAWK Router-89c,R7000,1147
Netgea8 Nighthawk,Router,AX55,1147
Router,NetgearNighthawk,r7000,1147
Router,Ne$gear Nighthawk,AXX55,1147
,Nethear Nighthawk Router,---,1147
Router,nETGEAR nIGHTHAWK,R7000,1147
Router,nETGEAR nIGHTHAWK,v!,1147
Router,NetgearNighthawk,R7000,1147
Router,Netgear Nighthawk ax55,,1147
Routeer,Netgear Nighthawk,r700,1147
X55,048_Router,Netgemr Nighthawk,1147
Router-1b0,Netgear Nighthhawk,R7000,1147
Router,Netgear Nighthawk-b96,4331/K9,1147
rOUTER,4331/k9,b6y_Netgear Nighthawk,1147
rOUTER,NetgearNighthawk,957_4331/K9,1147
Router,Netgear Nighthawk,v2-684,1147
rOUTER,Netgear Nighthawk,4331/K9-6cz,1147
byc_Router,Netgear Nighthawk,2X55,1147
rOUTER,Netgear Nig$thawk,,1147
Router,Netgear Nighthawk,AX55,1147
rOUTER,Netgear Nighthawk,ax5,1147
route,4331/k9,Netgear Nighthawk,1147
Router-7b5,Netgear Nighthawk,RR7000,1147
rOUTER,Netgear Nighthawk,c71_4331/K9,1147
Router,V2,Netgear Nighthawk-75a,1147
Router,bz9_Netgear Nighthawk,R7000,1147
rOUTER,nETGEAR nIGHTHAWK,R7000,1147
Netgear Nighthawk,914_Router,unknown,1147
Router,Netgear Nighthawm,v2-a0z,1147
Router,NetgearNighthawk,r7000,1147
route,Netgeaar Nighthawk,R7000,1147
Router,Netgdar Nighthawk,4y5_v2,1147
???,NetgearNighthawk Router,4331/k9,1147
Router,Neigear Nighthawk,AX55,1147
Router,Netgear Nighhthawk,ax55,1147
Router,nETGEAR nIGHTHAWK,41x_R7000,1147
Router,Netgear Nighthawk,v2,1147
Router-8x4,nETGEAR nIGHTHAWK,918_4331/K9,1147
Router,,v2 Netgeir Nighthawk,1147
nETGEAR nIGHTHAWK,Router,unknown,1147
Router,nETGEAR nIGHTHAWK,r7000,1147
Router,Netgear Nighthawk vv2,,1147
Router,R700n,Netgear Nighthawk-6xz,1147
rOUTER,NetgearqNighthawk,R7002,1147
Route9,Netgear Nighthawk,4331/K9-4y2,1147
rOUTER,nETGEAR nIGHTHAWK,4331/^9,1147
Netgear  Nighthawk,4331/K9-z9b,rOUTER,1147
Router,Netgear Nighthawk-953,ax55,1147
Router,Netgear Ni6hthawk,R7000,1147
c55_Router,Netgear Nighth$wk,r70,1147
r2,route,NetgearNighthawk,1147
Router,Netgear Nighthawk,R7000,1147
Netgear Nighthawk-5a7,Router-xab,4331/K9,1147
Router,4331/k9,Netgear Nightthawk,1147
Router,NetgearNighthawk,v2-y2x,1147
Router,nETGEAR nIGHTHAWK,V2,1147
Router,b72_Netgear Nighthawk,---,1147
Router,Netgaar Nighthawk,v2,1147
Netgear Nighthawk,4331/K9,Router,1147
rOUTER,Netgear Nightthawk,V2,1147
Route$,Netgear Nighthawwk,4331/K9,1147
,v2,Netgear Nighthawk-zc9 rOUTER,1147
Routerr,Netgear Nighthawk,ax55,1147
rOUTER,b94_Netgear Nighthawk,ax5,1147
Netgear Nighthawk,Router,unknown,1147
Routel,Netgear Nighthaawk,X55,1147
Router-665,nETGEAR nIGHTHAWK,4331,1147
v2,Router,bc9_Netgear Nighthawk,1147
024_Router,Netgear Nighthawk-az1,R70000,1147
Router-8x5,zc6_Netgear Nighthawk,An55,1147
Router-9y7 v2,Netgear Nighthawk-90y,,1147
Router,yy4_Netgear Nighthawk,AX55,1147
Router,Netgear Nighthawk-y84,4331/k9,1147
rOUTER,NetgearNighthawk,,1147
rOUTER,nETGEAR nIGHTHAWK,R7000,1147
Router,Netgear Nigmthawk,R7000,1147
Router,NetgearNighthawk,4331/K9,1147
Router-x1y,a32_Netgear Nighthawk,AX55,1147
Router,nETGEAR nIGHTHAWK,gX55,1147
Router,Netgear Nighthgwk,R7000,1147
,oetgear Nighthawk yb2_Router,  ,1147
Netgesr Nighthawk,Router,v2,1147
Router-513,Netgearr Nighthawk,X55,1147
route,Netgearr Nighthawk,A255,1147
1bx_Router,R7000,nETGEAR nIGHTHAWK,1147
route,ba9_Netgear Nighthawk,R77000,1147
Router,x95_Netgear Nighthawk,R7000,1147
Router-z62,Nztgear Nighthawk,z2,1147
rOUTER,nETGEAR nIGHTHAWK,m7000,1147
rOUTER,z46_Netgear Nighthawk,v2,1147
rOUTER,uetgear Nighthawk,ax55,1147
Router,Netgear Nighthawk,ax55,1147
Router-000,v2,306_Netgear Nighthawk,1147
Router-2y2,NetgearNighthawk,4331/K9,1147
5y6_Router,nETGEAR nIGHTHAWK,R7000,1147
4331/K9,Router-c3x,nETGEAR nIGHTHAWK,1147
7x8_Router,Netgear Nighqhawk,v2,1147
rOUTER,Netgear Nighthawk-0x7,433l/K9,1147
Routeer,52a_Netgear Nighthawk,ax55,1147
5y3_Router,nETGEAR nIGHTHAWK,A155,1147
Router,3y8_Netgear Nighthawk,43,1147
Router,Netg%ar Nighthawk,v2,1147
Router,N5tgear Nighthawk,V2,1147
yyc_Router,Netgear Nighhthawk,v22,1147
Netgerr Nighthawk,rOUTER,R7000,1147
rOUTER Netgear Nighthawk,,v2,1147
Netgear Nishthawk,4331/k9,Router,1147
z13_Router,nETGEAR nIGHTHAWK,4331/,1147
route,Netgear Nighthawk-x3x,pX55,1147
,NetgearNighthawk,rOUTER,1147
Router,Netgear Nighthawk,%X55,1147
Router,Netgear Nighth9wk 4331/K9,,1147
Router,Netgear Nighthawk,ax55,1147
Router,9c9_Netgear Nighthawk,,1147
z0b_Router,yyb_Netgear Nighthawk,4331/K9,1147
Router,Netgear Nighthawk,R70000,1147
rOUTER,nETGEAR nIGHTHAWK,???,1147
555_Router,NNetgear Nighthawk,v2,1147
Router,Netgear Nighthawk-x1b,R7000,1147
Router,Netgear Nighhthawk,R7000,1147
rOUTER,NetgearNighthawk,R7000,1147
rOUTER,Netgear Nighthbwk,4331/K9,1147
rOUTER,Neetgear Nighthawk,v2,1147
rOUTER,a07_Netgear Nighthawk,v2,1147
rOUTER,Netgea9 Nighthawk,v7,1147
Router,NetgearNighthawk,unknown,1147
Router,Netgea# Nighthawk,,1147
Router,Netgear Nighthawk,AX&5,1147
Router,Netgear Nightha1k,V2,1147
88z_Router,Netgear Nighthawk,R7000,1147
Routeer,15c_Netgear Nighthawk,V2,1147
route,nETGEAR nIGHTHAWK,z43_4331/K9,1147
Router,nETGEAR nIGHTHAWK,v2,1147
Netgea% Nighthawk,ax55,Router-8b7,1147
Router,Netgear Nighthawk-913,433,1147
rOUTER,Netgear Nighthawc,r7000,1147
98c_Router v2,Netgear Nighthawk,,1147
rOUTER,NNetgear Nighthawk,r700,1147
NetgearNighthawk,4331/K9,Route@,1147
nETGEAR nIGHTHAWK,43331/K9,rOUTER,1147
rOUTER,N7tgear Nighthawk,R7000-213,1147
Routerr,nETGEAR nIGHTHAWK,???,1147
Router,Ne8gear Nighthawk,AX55,1147
route,Nettgear Nighthawk v2,,1147
rOUTER,811_Netgear Nighthawk,4331/K9,1147
Router,Netgear Nighthhawk,R7000,1147
Router,nETGEAR nIGHTHAWK,r7000,1147
Router,NNetgear Nighthawk,r70,1147
4331/K9,rOUTER,Netgear Nighthawk,1147
v8,rOUTER,Netgear Nightbawk,1147
rOUTER,Netgear Nighthawk,4331,1147
Router,NetgearNighthawk,ax5,1147
Netggear Nighthawk,Router,R7000-zc0,1147
nETGEAR nIGHTHAWK 4331/f9,Routey,,1147
827_Router,NetgearNighthawk,R7000,1147
v2,Router-x6b,nETGEAR nIGHTHAWK,1147
rOUTER,nETGEAR nIGHTHAWK,@2,1147
Router,Netgear Nighthawk,4331/Kc,1147
Router,NetgearNighthawk,4331/k9,1147
Router,Netgear Nighshawk,v22,1147
rOUTER,00z_Netgear Nighthawk,4331dK9,1147
Router,Netgear Nighthawk-8c7,43319K9,1147
rOUTER,Netgear Ni*hthawk,R7000,1147
Router,NetgearNighthawk,43,1147
Router,nETGEAR nIGHTHAWK,a2,1147
rOUTER,NetgearNighthawk,v2,1147
r7,Router,nETGEAR nIGHTHAWK,1147
Router,nETGEAR nIGHTHAWK,V2,1147
5c2_Router,NetgearNighthawk,R7000,1147
route,Netgear Nighthawk,4331/K9,1147
Routerr,nETGEAR nIGHTHAWK,R5000,1147
rOUTER,Netgear Nighhthawk,4331/p9,1147
rOUTER,nETGEAR nIGHTHAWK,AX55,1147
NetgearNighthawk,Router-0ac,ax,1147
Netgear Nighthawk,Router-340,r700,1147
b25_Router,Netgear Nighthawk,R7000,1147
Router,yz0_Netgear Nighthawk,X55,1147
ax55,Netgear Nighthawk,yy1_Router,1147
x96_Router,Netgear Nighthawk-23x,v2,1147
rOUTER,nETGEAR nIGHTHAWK,433,1147
NetgearNighthawk,rOUTER,0,1147
Router,v2,7z5_Netgear Nighthawk,1147
v2,Router Netgear Nighthawb,,1147
Router,Netgear Nighthawk,722_AX55,1147
route,Netgear Nighthawk,AX55,1147
4331/K9-c33,Routeer,Netgear Nig3thawk,1147
Router,Netgear Nighthawk,v2,1147
rOUTER,Netgear Nighthawk,v2,1147
897_Router,R7000,Netgear Nig0thawk,1147
Router,Netgear Nighthaawk,vc,1147
nETGEAR nIGHTHAWK,R1uter,o2,1147
rOUTER,nETGEAR nIGHTHAWK,ax5,1147
Neetgear Nighthawk,R7000,Router,1147
Router,Netgear Nighthawk,r7000,1147
rOUTER,Netgear N0ghthawk,ax5,1147
rOUTER,Netgear Nighthawk-02z,4331,1147
nETGEAR nIGHTHAWK,rOUTER,4331/k9,1147
Router-1az,nETGEAR nIGHTHAWK,AX55,1147
Router,xz6_Netgear Nighthawk,R7000,1147
Router,nETGEAR nIGHTHAWK,v2,1147
NetgearNighthawk,m2,rOUTER,1147
Router,x2y_Netgear Nighthawk,6x4_R7000,1147
8X55,Netgear Nighhthawk,rOUTER,1147
Router,petgear Nighthawk,4331/K9,1147
rOUTER,NetgearjNighthawk,R7000-8b8,1147
Router,nETGEAR nIGHTHAWK,yX55,1147
ax55,Router,nETGEAR nIGHTHAWK,1147
Router,v2,Netg&ar Nighthawk,1147
Netgeah Nighthawk,route,ax5,1147
Router-082,nETGEAR nIGHTHAWK,yb8_R7000,1147
Router,Netgear Nightthawk,R7000,1147
Router,nETGEAR nIGHTHAWK,v2,1147
route,Netgear Nighhthawk,R7t00,1147
Router-99c,Netgear  Nighthawk,V2,1147
Router,03b_Netgear Nighthawk,AX55,1147
Routeer,Netgear Nighthawk,4331/k9,1147
Routed,nETGEAR nIGHTHAWK,cy0_4331/K9,1147
Router,nETGEAR nIGHTHAWK,R7000,1147
Router,NNetgear Nighthawk,,1147
rOUTER,^etgear Nighthawk,v2,1147
Router-1c7,NetgearNighthawk,672_R7000,1147
rOUTER,nETGEAR nIGHTHAWK,v2,1147
,Netgear Nighthawk,AX55 Router,1147
Router,NetgearjNighthawk,v2,1147
Router,nETGEAR nIGHTHAWK,ax,1147
r7000,Netgear Nighthawk,Router,1147
Router-0c3,NetgearNighthawk,AX55-589,1147
Router-b08,NetgearNighthawk,r7000,1147
,Router-342,NetgearNighthawk,1147
Router,Netgear Nighthawk-064,4331/,1147
rOUTER,Netgear Niighthawk,R70000,1147
rOUTER,4330/K9,NetgearNighthawk,1147
Netgear Nighthawk,Router,R7000,1147
Router,Netgear Nighthawk X55,,1147
4331/K9,Router,Netgear Nigwthawk,1147
a71_Router,X55,nETGEAR nIGHTHAWK,1147
Router 3xx_AX55,Netgear Nighthawk-y9z,,1147
V2,Netg9ar Nighthawk,Route8,1147
Router,Netgear qighthawk,43,1147
rOUTER,Netgear Nighthawk-a1z,v2,1147
route,NetgearNighthawk,4331/k9,1147
Router,Netgear Nighthawk-1y6,yx2_v2,1147
route,Netgear Nighthawk,44331/K9,1147
rOUTER,5ya_Netgear Nighthawk,v2,1147
rOUTER,NetgearNighthawk,AAX55,1147
Router,NetgearNighthawk,v2,1147
Router,nETGEAR nIGHTHAWK,4331/K9,1147
268_Router,NetgearNighthawk,R7000,1147
Router,nETGEAR nIGHTHAWK,v2,1147
6yy_Netgear Nighthawk,rOUTER,AX55,1147
rOUTER,Netgear Nighthaawk v2,,1147
Routeo,Nettgear Nighthawk,4331/K9,1147
,NetgearNighthawk 936_Router,433,1147
52b_Router,Netgear Nighthawk,V2,1147
Routey,nETGEAR nIGHTHAWK,v22,1147
Router,Netgear Nighthawk,R70000,1147
Router,Netgear Nighhthawk,AX555,1147
Routerr vx,Netgear Nighthawkk,,1147
rOUTER,nETGEAR nIGHTHAWK,4331/K9,1147
rOUTER,Netgear Nightthawk,43,1147
rOUTER,,R7000-4z8 nETGEAR nIGHTHAWK,1147
Router,nETGEAR nIGHTHAWK,R7000-a4a,1147
Router-6b1,nETGEAR nIGHTHAWK,AX55-44z,1147
rOUTER,NetgearNighthawk,r7000,1147
Netgeaar Nighthawk,Router,AX555,1147
b0z_Router,Netgear Nigdthawk,,1147
rOUTER,Netgear Nighthawk-a45,R7f00,1147
bcz_Router,NetgearNighthawk,4331/K9,1147
Router,Nvtgear Nighthawk,r7000,1147
Router,Netgear Nighthabk,ax,1147
Router,Netgeaar Nighthawk,ax55,1147
Router-654,Netge7r Nighthawk,43331/K9,1147
Router,Netgear Nighthawk,AX55,1147
Router ax55,Netgear Nighthawk,,1147
rOUTER,Netgear Nighthawk-36a,unknown,1147
Router,Netgear Nighthadk X55,,1147
Router,Netgear Nighthuwk,,1147
rOUTER,04x_Netgear Nighthawk,,1147
Router,Netgear Nighthawk-373,r700,1147
Routerr,Netgear mighthawk,R70000,1147
route,nETGEAR nIGHTHAWK v2,,1147
,Netgear Nightha$k,4331/k9 Routeer,1147
Router-61z,Netgear Nighthawk,0,1147
rOUTER,nETGEAR nIGHTHAWK,8y6_4331/K9,1147
rOUTER,Netgerr Nighthawk,43316K9,1147
rOUTER,v2,Netgear Nighthawk-426,1147
Router,Netgeaar Nighthawk,ax55,1147
4331/k9,Netgear Nighthawk-z16,Router,1147
Router,Netgear Nighthawk-6ac,4331/K9,1147
a13_R7000,Router,nETGEAR nIGHTHAWK,1147
route,Nvtgear Nighthawk,R7000-cc2,1147
ca8_Router,Netgear Nighthawk,v2,1147
rOUTER,nETGEAR nIGHTHAWK,4331/k9,1147
Router,cy8_Netgear Nighthawk,AX55,1147
Router AX55,,Netgeaar Nighthawk,1147
Router-y30,Netgtar Nighthawk,38z_R7000,1147
Routeer,Netgear Nighthawk-9xy,x7000,1147
Router,Netgearr Nighthawk,ax55,1147
rOUTER,Netgear mighthawk,4a31/K9,1147
5a8_Router,Netgear Nighthawk,RR7000,1147
Router,Netgear Nigqthawk,v2,1147
Routeer,NetgearNighthawk,r7000,1147
Router,NetgearNighthawk,ax55,1147
61x_Router,Netgear Nighthawk-094,,1147
Router,retgear Nighthawk,433,1147
rOUTER,Netgear Nighthawk,d2,1147
rOUTER,NetgearNighthawk,R70000,1147
Routeer,,AX55 NetgearNighthawk,1147
v2,979_Netgear Nighthawk,Router,1147
rOUTER,az1_Netgear Nighthawk,v2,1147
Router-xca,Netgear Nighthawk,4331/k9,1147
Router,NetgearNighthawk,RR7000,1147
rOUTER,nETGEAR nIGHTHAWK,R7000,1147
R7070,qetgear Nighthawk,Router,1147
vk,NetgearNighthawk,route,1147
Router,NetgearNighthawk,4331/K9-z21,1147
315_Router,Netgear Nighthawk-a62,AX5g,1147
Router,nETGEAR nIGHTHAWK,vb,1147
rOUTER,R7000,a86_Netgear Nighthawk,1147
rOUTER,Netgear Nighthawk,X55,1147
Router,nETGEAR nIGHTHAWK,R7000-y6c,1147
Router-75x,Netgear Nighthawkk,4331/K9,1147
Router,Ne$gear Nighthawk,ax55,1147
06x_Router,Netgear Nightha*k,R7000,1147
Router,NetgearNighthawk,AX55-616,1147
rOUTER,Netgear Nighthawk,43,1147
Router-6c6,NetgearNighthawk,vX55,1147
route,1zb_4331/K9,Netggear Nighthawk,1147
,Netgear Nighthawk-c96,v2 rOUTER,1147
Router,NetgearNighthawk,4371/K9,1147
Router,Netgear Nighthawk,r70,1147
Router-b1y,NetgearNighthawk,4331/K9,1147
NetgearNighthawk Router-527,4331/K9,,1147
Router,0,nETGEAR nIGHTHAWK,1147
Netgear Nighthawk,AX55,Router,1147
0b0_Router,Netgear Nighthawk,R7000,1147
,Netgear Nighthawk,AX55 Router,1147
Router,Netgear N8ghthawk,ax5,1147
Router-60a,NetgearNighthawk,4331/k9,1147
,8z0_Netgear Nighthawk,v2 rOUTER,1147
Router,nETGEAR nIGHTHAWK,R7000,1147
Router,NetgearNighthawk,v2,1147
Router,NetgearNighthawk,Rx000,1147
Routerr,Netgear Nighthakk,v2,1147
Router,Netgear Nigh^hawk,43a_4331/K9,1147
Router,NetgearNighthawk,4331/k9,1147
nETGEAR nIGHTHAWK,Routeer,v7000,1147
b2,NetgearNighthawk,rOUTER,1147
AX55,NNetgear Nighthawk,Router,1147
rOUTER,NetgearNighthawk,AX55,1147
rOUTER,Netgear Nighthawk,AX55,1147
v2-b1c,Router-8b2,Netgear Nighthawk,1147
Router,nETGEAR nIGHTHAWK,433,1147
Router,R7000-21a,Netgear Nighthawwk,1147
rOUTER,Netgear Nighthawx,R700a,1147
