Type of hardware,Model,Submodel
es,SIe Card,A5&T
מחשב נייד,רייזר,MM3 Max
,Ca9le,Blue
נייד-x0b,IpHONE 15,128gb
338_v2,tp-lINK aRCHER,Routerr
וובקם,רייזר Kiyo,Std
כרטיס סים,5G,SIMlCard
he,AirPods Max,אלחוטי
ראוטר,tp-li,V2
pREPAID,NanocSIM,SIM CCard
קיבורד,Razew BlackWidow,Lsnear
כבל,HDrI 2.1,2m
מחשב נייד,דלXPS15,Core i9
,Phn 15,pRO mAX Mobile Phone
4ebcam,Microsoft Li$eCam,
וובקאם,Eאל ג'יatoFacecam,HD Pro
אזניות8hones,aIRpODS mAX,Wrlss
מסך,אזוס rog sWIFT,OLED
מכלדת,lINEAR,Keyboard
,סיסקו IS#,4331/K9
מחשב נייד,32GB RAMM,דל XPS 15
???,sam,Pro Max
אזניות,Bose QuietComfoort 45,עלחותיי
ראוטר,סיסקוISR,X55
כבלל,6b1_Ethernet Cat6,
מסך,סמסונגOdysseyG9,144Hz
כרטיס סים,!SIM,unknown
הדפונס,AirPods Max-z82,stu
מחשב נייד,רייזר bLADE 15,32GB RAM
כבל,di,2m
,אפל MagicrMouse,wIRELESS
כרטיס SIM,qicro SIM,Verizon
עכבר,רייזר DeathAdder,Er$onomic
HzMI 2.1,bRAIDED,4az_Cable
gactile,Crsr K70,K$yboard
,אזוס ROG Swiet,Ultrawide-195
ro,TP#Link Archer,4331/K9
,SteelSeriesRival3,OOptical
,רייזרBlackWidow,lINEAR
מקלדת אלחוטית1,Keyboard,rgb
מצלמת אינטרנט,Microsoft LifeCam,4K
מצלמת אינטרנט,4k,eאל ג'י
עכבר,StlSrs Rvl 3,0xc_Ergonomic
ראוטר,4391/K9,netge
מצלמת אינטרנט,eאל ג'יa,056_HD Pro
ראוטר,Ntgr Nghthwk,v2
כבל,,500ft
Kybrd,kEYCHRON q1,Linear
Sennheiser*HD 600,Noise Cancel6ing,hEADPHONES
Brdd,Ethernet #at6,Cable
עכבר,SteelSeriess Rival 3,Wirxless
ראוטרר47_Router v2,T3-Link Archer,
0,eTHERNET cAT6,2m
מצלמת רשת,לוג'יטקC920,1080p60
מסך,sa,Ultrawide
כרטיס סים,,Prepaid
Dell XPS 15,lAPTOP,32gb ram
כרטיס סים,esim,Verizon
Cbl,HDMI  2.1,Blue
mou,אלחוטי,לוג'ייתקMXMaster3
מחשב נייד,דל xps 15,Core i9
עכבר,,Optical רייזר DeathAdder-y53
4IM Card,Nn SM,pREPAID
טלפון נייד,oNEpLUS 12,ltr
,סיסקו5ISR Rtr,---
מקלדת,רייזר bLACKwIDOW,Tactile
טלפון נייד,סמסונג Galaxy S24,
Cbl,tDMI 2.1,2M
טלפון נייד,pIXEL 8,UUltra
Mbl Phn,nPls 12,Ultra
אזניות,סונייWH-1000XM5,
מאוס,Mouse-y2z,Wired
עכבר,,wire
Ms,,Wirele%s SteelSeries Rival 3
כרטיס סים,^icro SIM,5g
unknown,Logiterh MX Keys,
מחשב ניידד,Delj XPS 15,ya9_M3 Max
ole,דל U2traSharp,196_Monitor
%ebcam,רייזר Kiho 4K,
רוטר9r Netgear Nighthawk,,AX5g
ראוטרר,TP-Link Archer-z9b,v2
Cab2e,hd,2m
qeyboard,Keychron Q1,rgb
מחשב נייד,mACbOOK pRO 16,OLED Toych
מוביל3x_Mobile Phone,PPixel 8,Ultra
סוני WH-1000XM5-480,Headphones,Wrlss
Smsng Glxy S24,Unlocked,mobil
Rovter,#REF!,r7000
,עלחותיי head,סוני WH-1000XM5
ke,אלחוטיs,Log$tech MX Keys
SM Crd,Esim,Prpd
4KK,Eעל ג'ייato Faacecam,webca
hea,Sennheiser HD 600-cay,ove
rou,NetgearNighthawk,v2
5g,Microo SIM,SIM Card-222
ca,EthernetCat6,Brdd
מצלמת אינטרנט,micr,Studio
מקלדת,corsa,tac
,USB-C to Lightning,2#
מחשב נייד,Rרייזר Blade 15,co
סלולרי,Un$ocked,pIXEL 8
טלפון נייד,סמסונג gALAXY s24,Ulttra
Braided,244_Cable,eTHERNET cAT6
כרטיס סים,  ,
מסך,4k,sams
מוניטורר,mONITOR,579_אזוס ROG Swift
Wvbcam,רייזרKiyo,738_1080p60
אוזניות קשת,Bose QuietComfcrt 45,סינון רעשים
,רייזר,Linear-24b
מסך,,44K סמסונג Odyssey G9
נייד,  ,128gb
מוניטורר,דל uLTRAsHARP,yLED
,Logi@ech MX Keys,Linear
רוטר,סיסקו ISR,ax55
מחשב נייד,x15_32GB RAM,דל XPS 15
עכברר,ppl Mgc Ms,Wirep
הדפונס,סוני WH-1000XM5-98z,Noise Canceljing
סמ,eSIM,Verizzon
מסך מחשב,דל UlltraSharp,70b_144Hz
וובקאם,Eאל ג'יato Facecam,HD  Pro
מסך מחשב7or,עזוס rog sWIFT,OL9D
מצלמת אינטרנט,Mic6osoft LifeCam,Studik
,usb-,50ft
טלפון נייד,iPhhone 15,Unnlocked
4k,unknown,c07_לוג'ייתק C920
מוניטורר,אל ג'יUltraGear,144Hz-b41
עכבר,אלחוטי,  
HDM 2.1,cabl,50
לפטופפ-666,דלXPS15,M3 Maax
וובקאם,Log$tech C920,
Rou#er,TP-LinkArcher,AX55
,אזוס ROG Swift-658 x64_OLED,
מקלדת,Tactiye,Keyboard-21y
מקלדת,Crsr K70,Lineaz
וובקאם4K,על ג'ייtch C920,
אוזניות,AirPods Max-c20,nOISE cANCELLING
ap,Wired,Mouse
אוזניות,yb1_Bose QuietComfort 45,Studio
טלפון נייד,Pixel 8-09z,Unlocked
סמארטפון,IpHONE 15,128gb
מחשב נייד,,M3 Mx
מסך מחשב-a19,361_סמסונג Odyssey G9,uLTRAWIDE
,Unl0cked,MobilePhone סמסונג Galaxy S24-9a1
sTUDIO,WWebcam,Eאל ג'יato Facecam
ראוטר,Ci6co ISR,433
Ca5le,DisplayPor9 1.4,
#REF!,2m,USB-CtoLightning
8bb_TP-Link Archer AX55,,Router
מחשב נייד,MMacBook Pro 16,oled tOUCH
טלפון נייד,,128gb Pixel 8
Wireless,Headpho7es,bOSE qUIETcOMFORT 45
סמ-83y,Nn SM,AT&T
SM Crd,Nn SM,637_Verizon
מסך,סמסונגOdysseyG9,4k
$onitor asus rog sWIFT,,1a4Hz
AirPxds Max,Headphones,wir
מקלדת,Keychron Q1,Tactile
ראוטר,R7m00,TP-Linkk Archer
כבל,Bl,usb-
מצלמת אינטרנט,lo,4k
HDMI2.1,Cable,Braidedd
mo,רייזר DeathAdder-4x3 wi,
0,לוג'יטק c920,HD Pro-887
Mntr,דל UltraSha#p,
טלפון נייד,iPhone 15,jltra
???,Router-a5x,zz8_סייסקו ISR
כבל,HDMI 2.6,2M
מסך,סמסונג rdyssey G9,144Hz
מצלמת רשת,Lלוג'ייתק C920,Studio-c47
Studio,air,Headphones
מחשב ניידד,LenovogThinkPad X1,Co0e i9
מצלמת אינטרנט,אל ג'יtch C920,1080P60
קיבורד,Corsair KK70,wire
סים,,at&t
מקלדת,Corsair K70-1by,Wirreless
,StlSrs Rvl 3,ptcl
מכלדת,Corsair K70-y93,Linear
כבל,HDMI 2.1,2m
Std,סוני WH-10003M5,099_Headphones
iaptop,lENOVO tHINKpAD x1,CCore i9
רוטר,סיסקו ISR,r7000
מחשב ניידד,דלXPS15,32
מקלדת,,Linear Corsair K70-z42
וובקאם,mICROSOFT lIFEcAM,hd p
ראוטר,,433 סיסקוISR
wIRELESS,Headphonnes,Bose QuuietComfort 45
Mntr,,Ultrawide as
5G,eSIM,SIIM Card
מסך,דלUltraSharp,144
Wired,mOUSE,אפל Magic Myuse
ראוטר,סיסקו ISR-y0y,AX55-5y0
מכלדת,Corsaiir K70,
רוטר8r,TP#Link Archer,v2
מצלמה,eאל ג'י,sK
Wcbcam,,Studin
Mbl Phn,סמסונג Galaxy S24,1128GB
ראוטר,net,4331/K9
אזניות,Bs QtCmfrt 45,אלחוטיs
מצלמת אינטרנט,לוג'יטק Cj20,4KK
עכברר,Appple Magic Mouse,wIRED
טלפון נייד,Pixe0 8,Pro Max
Rtr,tp-lINK aRCHER,v4
טלפון נייד,iPhone 115,Pro Max
סים,V4rizon,sim cARD
!aptop,lenov,z9a_M3 Max
bo,vr-r,hEADPHONES
32a_128GB,MobilePhone,Pixel 8
טלפון נייד,Pixel  8,401_128GB
ver,SM,SIM Card
ראוטר,tp-,V2
cabl,Ethernqt Cat6,50fq
מחשב נייד,רייזרr Blade 15,OLEDyTouch
,iPhonh 15,Mobile Phone-a9y
טלפון נייד,iph,Unlocded
si,nano ,5G
si,Micro SIM-855,Prepaid
עכבר,Rzr Dthddr,Optical-4ab
כבלל,EthernetCat6,50f!
raze,wEBCAM,0xx_HD Pro
מצלמת רשת2cam,mic,Studio
,Rtr,r70 Ci0co ISR
טלפון נייד,,U@locked
,רייייזר bLACKwIDOW,rgb key
ro,Netgear Nighthaw5,v2
נייד,MaacBook Pro 16,---
עכבר,x5b_רייזר DeathAdder,Wired-745
עכבר,אפל Magic Mouse,optic
מסך,דל uLTRAsHARP,4k
מצלמת אינטרנט,לוג'יטק c920,1080p60
Rzr Bld 15,Lapto3,32GB RuM
עכבר,לוג'יטק MX Masteer 3,Ergoqomic
bos,02x_Headphones,Wireeless
טלפון נייד,סמסונג gALAXY s24,pRO mAX
V2,rOUTER,TP-Link Arccer
מקלדת,Tacvile,רייזר
טלפון נייד,OnePlus 12,Ultra-37b
hebcam,logit,1080p60
Moxitor,סמסונגOdysseyG9,#K
ca,ether,e0ft
מקלדת אלחוטית,רייזרBlackWidow,Lrnear
כרטיס סים,Micro SIMM,pr
eSaM,sim ,
Hdphns,AirPoods Max,אלחוטי
ראוטר,tp-lINK aRCHER,0zz_R7000
SM Crd,Nanno SIM,0G
אוזניות,Soony WH-1000XM5,
,q0ft,DasplayPort 1.4
מצלמת אינטרנט,לוג'יטק C920,HD Pro
אוזניות,סוניWH-1000XM5,Std
ראוטר,,75y_v2
#REF!,mICRO sim,456_AT&T
נתב,tp-lINK aRCHER,vv2
eebcam,Logithch C920,Studio-6c7
dIM Card,601_Nano SIM,x66_Prepaid
,Bose QuietComfo#t 45,אלחוטי
Ms,ste,wIRELESS
K6yboard,לוג'יטק $X Keys,unknown
מסך,אזוס cOG Swift,14pHz
קיבורד,Corsair K70,lINEAR
מחשב725_Laptop,רייזר Blade 15,32GB RM
מחשב נייד,רייזר$Blade 15,32
ראוטר,TP-Lxnk Archer,133_4331/K9
Mopse,אפל mAGIC mOUSE,Wrlss
Prpd,SIMCard,eSIM
,,Over-Ear bose 
מקלדת,Crsr K70,RGB
טלפון נייד,OnePlus 12-05c,128GB
hea,rPds Mx,Wirelesi
מחשב נייד,MacBook Pro 16,m3 mAX
Cablle,USB-C to Lightning-390,BBlue
he,Bose QuiettComfort 45,Over-Ear
,SennheiserHD600,סינון רעשים-yc7 Headphones
Mntr,דל U2traSharp,oled
Kybrd,0,Linear
מסך,אזוסROGSwift,Ultrawids
Mntr,,uLTRAWIDE
uouse,רייזר Deathmdder,Wired
כבל,,Brraided usb
,corsa,???
מקלדת,לוג'יטקMXKeys,Wiireless
מצלמת אינטרנט,Lotitech C920,356_4K
אוזניות,AirPodsMax,Wire1ess
מוביל,Pxl 8,0z6_Ultra
מקלדת,Logitecch MX Keys,Wpreless
,דל UltraSharp,4K
עכבר,רייזר DeathAdder eRGONOMIC,
נייד,סמסונג Galaxy S!4,128GB-8c1
כבל,eTHERNET cAT6,bl
מצלמת רשת,HD Pro,logit
מוביל,IpHONE 15,Unlocked
מקלדת,Loggitech MX Keys,wir
נייד,66b_Lenovo ThinkPad X1,m3
ראוטר,tp-lINK aRCHER,ax55
Rouper,סיסקוISR,v2
אוזניות,AirPodsMax,Std
oled oonitor,דל UltraSyarp,
מחשב נייד,raz,OLED Touch
עכברר,SteelSeries Rival 3,#REF!
עכבר אלחוטי,  ,oPTICAL
כבל,USB-C to Lightning,2m-0y9
מחשב נייד,MacBookPro16,Core i9
וובקאם,רייייזר kIYO,HD Pro-a72
Wbcm,רייזר kIYO,Studio
הדפונס,Sennheiser HD 600,אלחוטי
אוזניות,aIRpODS mAX,אלחוטי
מקלדת,Logittech MX Keys,lINEAR
AX55-c4x,Netgear Nighthawk,route
וובקם-3cz,Eאל ג'יato  Facecam,4K-306
Mbl Phn,Pixe@ 8 Ultra,
מוביל,סמסונג Galoxy S24,1288GB
ראוטר,nETGEAR nIGHTHAWK,R7000
הדפונס,senn,ctudio
אוזניות,670_Sennheiser HD 600,Studio-45b
אוזניות,סוני WH-1000XXM5,Wirel7ss
כבל,thrnt Ct6,Blue
קיבורד,לוג'ייתק MX Keys,עלחותיי-zy5
מחשב נייד,LenovoThinkPadX1,2c9_M3 Max
מחשב נייד,דל,15b_M3 Max
כרטיס SIM,eSIM,Pre7aid
ca,760_USB-C to Lightning,j0ft
כרטיס סים,5g,nANO sim
&outer AX55-8a6,Neetgear Nighthawk,
Rtr,TP-Link Archer,AX55
???,,mon 1444Hz
מסך,144Hz,אל ג'י u
cab,Ethernet Cat6,*m
ro,,ax סיסקו bSR
אוזניות,sENNHEISER hd 600,oVER-eAR
מסך,ASUb ROG Swift,Ultrawide-xz3
טלפון נייד,samsu,UUnlocked
עכבר אלחוטי,,wir logit
כבל,HDMI2.1 Braided,
מצלמת רשת,bc8_לוג'יטק C920,4#
,Netgear Nighthawk,R7000 Router
עכבר,לוג'יטק MX Masher 3,Wrlss
עכבר,לוג'יטק mx mASTER 3,Ergonomic
מקלדת,cORSAIR k70,RGB
טלפון נייד,6y9_סמסונג Galaxy S24,U3tra
לפטופפ,32GB RAM MacBookPro16,
Mntr,אל ג'י uLTRAgEAR,4K
Hdphns,Sennheiser HD 600,wIRELESS
,סוניי wh-1000xm5 ybb_Headphones,Studio
רוטר,Netgear Niuhthawk,42
מצלמה8cam,eעל ג'ייATO fACECAM,HD Pro
מצלמת אינטרנט,Microsoft LifeCam-z31,1080P60
Elgato Facecam,4k,Webcam
,iPPhone 15,128gb
Corsaix K70,Keyboarrd,lINEAR
Sony WH-1000XM5,1eadphones,over-
,lo,Wired
כרטיס סים,Micro SIM,Verizon
מחשב ניידד,MacBook Pro 16,M3Max
מכלדת,לוג'יטק MX Keys,RGB
אוזניות קשת,Sennheiser HD 600-105,wIRELESS
ראוטרר5z7_Router,סייסקוISR,43331/K9
מצלמת אינטרנט,Eאל ג'יato Facecam,HD Pro
עכבר,רייזרDeathAdder,Ecgonomic
כבלים314_Cable,USB-C to Ligghtning,28
ראוטר,TP-Link AArcher,vv2
ראוטרר,Ntgr Nghthwk,339_v2
ke,לוג'יטק mx kEYS,RhB
כבל,EthernetCat6,50fft
Ms,רייזר Deathrdder,Wאלחוטי
כרטיס סים,Nano SIk,AT&T
ke,רייזר BlackWidow,RGB
כבלים,,bra
מצלמת אינטרנט,רייזר Kiyo,unknown
מסך מחשב,Samsunl Odyssey G9,4k
log,6z9_Mouse,אלחוטי
מסך מחשב9-104,,ltrwd
מקלדת,לוג'יטק MX Keyys,rgb
מחשב,LenovoThinkPadX1,Core i9
y36_Razer BlackWidow,Kemboard,wIRELESS
סימ,Nano qIM,veriz
עכבר,אפל Magvc Mouse,eRGONOMIC
Smsng Glxy S24 Mbl Phn,,
Rtr,סיסקוISR,AX55-azc
Cvble,Ethernet Cat6,Brhided
ראוטר,Netgear Nighthawwk,R7000
,סמסונג Odyssey G9 Monitor,4K
???,,AT&&T
מצלמת אינטרנט,---,1080p
מחשב נייד,Lnv ThnkPd X1,m3 mAX
טלפון נייד,82a_OnePlus 12,Unlocked
,רייזרBlade15 Laaptop,m3 mAX
טלפון נייד,Pro Max,x52_סמסונג Galaxy S24
Cbl,EthernetCat6,bLUE
רייזרBlackWidow,אלחוטיs,Keyboar@
טלפון נייד,OnePlus 12,128gb
Bose QuietComfort 45-5z8,Headphones,Wrlss
M3Max,רייייזרnBlade 15,Laptopp
אוזניות,y08_Bose QuietComfort 45 אלחוטי,
כבל USB,787_Ethernet Cat6,Bl
מצלמת אינטרנט,mICROSOFT lIFEcAM,st
,רייזר Kiyoo,1080p60
Rzr Dthddr,op,#REF!
unknown,אל ג'י vltraGear,ult
Kybrd,רייזר 8lackWidow,RGB-09c
מצלמת אינטרנט,---,1080p60
כבלל,USB-C to Lightning,bra
סימ,eSIIM,Pxepaid
מצלמת אינטרנט,mi,Std
טלפון נייד,,ProMax
ראוטר,#REF!,4331/K9-17c
Hdphns,Sny WH-1000XM5,אלחוטי
si,SM,5G-19z
סמארטפון,סוני WH-1000XM5,Std
,Esim,5G y4y_SIM Card
הדפונס,sennh,Noise Caancelling
רוטר-795,tp-lINK aRCHER,v2
קיבורד,Rzr BlckWdw,RGr
mou,steel,Optical
מצלמת אינטרנט,לוג'יטק C920,1080p60
מצלמת אינטרנט,eאל ג'יATO fACECAM,108cp60
hdmi 2.1,22m,Cable
טלפון נייד,סמסונג GalaxyyS24,unloc
Cakle,DisplayPort n.4,50ft
עכבר,???,5x7_Wired
עכבר,רייזר dEATHaDDER,Wrlss
מסך,144Hz,konitor
xable,hdmi 2.1,araided
SIa Card,vERIZON,cicro SIM
Razer Blade 15,,Lptp Corei9
4k,0,micro
לפטופפ,דל XP@ 15,Core i9-a89
אוזניות,rPds Mx,wire
Mbl Phn,iPhone 15,128GB-65b
128GB,סמסונגuGalaxy S24,mOBILE pHONE
רוטר,Csc SR,v2
סלולרי,iPhone15,unknown
מצלמת אינטרנט,Raze8 Kiyo,Std
עכבר אלחוטי,לוג'ייתק mx mASTER 3,erg
logi,,Ms
לפטופ,m3 m,mACbOOK pRO 16
הדפונס,S!ny WH-1000XM5,NoiseCancelling
סימ,nANO sim,T&T
---,רייזר Kiyo-83b,4K
  ,רייזר bLADE 15,M3 Max-9x0
עכבר,,Wired-ya5
עכבר,SteelSeries Rival 3,#REF!
מוניטורר,asu,144Hz
אוזניות,Studio-yz2,סוני WH-1000XXM5
ke,רייזרBlackWidow,rgb
כבלים,DisplayPort 1.44,blu
,4K,mONITOR
כרטיס SIM-a66,Nn SM,Pr&paid
???,SS RG Swft,Ultrrawide
70y_50ft,USB-C to Lighttning,cABLE
עכבר,0,rgnmc
Snnhsr HD 600,,
כבל,Ethereet Cat6,
מוניטור,Dll ltrShrp,ultr
טלפון נייד,סמסונג Galaxy S24,12iGB
,MicrosoftLifeCam,4K
סימ4_SIM Card,Micro SIM,T&T
Cbl,USB-C to Lightniאל ג'י,Braided
AT&T,SIM C7rd,MicroSIM
ro,nETGEAR nIGHTHAWK,d7000
Ke2board,Keeychron Q1,Tactile-6b6
עכבר,רייזר,Wiredd
TP-Lnk rchr,vv2,Rtr
מצלמת אינטרנט,Eאל ג'יatoo Facecam,1080p600
TP-Link Archer,4331/K9,Router
כבל,eTHERNET cAT6,2m
טלפון נייד,iPhone 15,Pro Max
כבל,USB-CtoLightning,2m
וובקם,לוג'יטק C920-41c,Studio
מחשב נייד,,OLEDTouch
,eSIM-0a9,5g SIM Carv
כרטיס סים,Micro SIM,Verizon
סמ,c2y_eSIM,---
,#REF!,Studio-xa0
קיבורד59_Keyboard,CorsairK70,T*ctile
מצלמת רשת,Eאל ג'יato6Facecam,unknown
Ms,אפל Magic Moouse,wirel
nOISE cANCELLING,Headphones,???
ראוטר,TP-Lnk rchr,R7000
כרטיס סים,NanoSIM,pREPAID
oK,Monit1r,SS RG Swft
מצלמת אינטרנט,אל ג'יt Fccm,sTUDIO
כרטיס סים,Mic4o SIM,Prepaid
לפטפ,Rzr Bld 15,M3 Mx
Braaided,,USB-C to Lightning-0b5
אוזניות,,vr-r סוניWH-1000XM5
Razer BlackWidow,  ,Keyboard
כרטיס סים,NanoSIM,5$
Mo&se,appl,rgnmc
Moqitor,אל ג'י UltraGear,4KK
9able,DsplyPrt 1.4,Blue
ke,KeychronQ1,אלחוטי
כרטיס סים,AT&T,Micro SIM
מסך,אזוס ROG Swivt,144hZ
מצלמת אינטרנט,Microsoft LifeCam-174,1%80p60
רוטר,tp-li,R7000
HD Pr,רייזר Kiyo,  
אוזניות בלוטוס,סוני wh-1000xm5,Sttudio
Mo9se,SteelSeries Rival 3,rgnmc
כרטיס SIM,5GG,eSIM
ro,Netgear Nighthawk,433
Kybrd,z39_Keychron Q1,Tactile
טלפון נייד,,Ultra
טלפון נייד,Sammsung Galaxy S24,Pro MMax
עכבר אלחוטי682_Mouse,לוג'ייתקMXMaster3,Wirelesj
טלפון נייד,iPhqne 15,ult
OrePlus 12,mob,pRO mAX
מצלמת אינטרנט,nazer Kiyo,4K
Ca8le,USB-C to Lightning,50f6
כבל,DispuayPort 1.4,bLUE
Stu9io,אל ג'יt Fccm,Webcam-64c
הדפונס320_Headphones,סוניWH-1000XM5,nOISE cANCELLING
מצלמת אינטרנט,Eאל ג'יatoFacecam,Studio
he,bOSE qUIETcOMFORT 45,Studio
מצלמה,mICROSOFT lIFEcAM,Studio
מוניטור,אל ג'י UljraGear,4K
עכבר,אפל Magic ^ouse,Er*onomic
רייזר DevthAdder,rgnmc,505_Mouse
מסך,אזוס ROG Swift-3yz,144Hz-3b5
???,אל ג'י UltraGeaf,OLED
Rovter,NetgearNighthawk,446_R7000
מצלמת אינטרנט,רייזרKiyo,HDPro
וובקאם0a3_Webcam,Rרייזר Kiyo,HDPro
אוזניות,AirPods Max-17a,852_סינון רעשים
144hZ,Moniitor,סמסונג Odyss&y G9
Mruse,SteelSeries Rivau 3,Wiueless
לפטופ-953,24c_MacBook Pro 16,OLED  Touch
Ro7ter,NetgearNighthawk,R77000
Pixel 8,mobi,12
רייזר Bladg 15,Laptop-779,m3 mAX
#REF!,Eאל ג'יato Facecam,b0a_HD Pro
טלפון נייד,IpHONE 15,UUltra
Cayle,eth,2m
4k,moni,zSUS ROG Swift
#REF!,אזוס ROG Swift,Ultrawide
Rtr,AXa5 סיסקוISR,
נייד,Pixzl 8 1288GB,
e6IM,SIM Card-4bx,Prepaaid
כבל,DisplayPort 1.4,Btaided
מחשב נייד,lENOVO tHINKpAD x1,M3 Max-1yy
Cr 9,lAPTOP,Lenovo ThinkPadxX1
Lyptop,facBook Pro 16,Coreki9
מחשב נייד,leno,1x3_M3 Max
mou,StlSrs Rvl 3,Wired-x3a
מצלמת אינטרנט,לוג'יטק C920,HHD Pro
מצלמת רשת,MicrosoftLifeCam,HD Pwo
אוזניות,bose,oVER-eAR
cORE I9,???,Laptap
וובקם,logit,HD Pro-6z6
מקלדת אלחוטית-0x1,Corsair K70-axb,RRGB
מחשב נייד,raz,Cr 9
כרטיס סים,,Prephid
מקלדת,Keychron Q1,rgb
---,log,אלחוטי
טלפון נייד,OnePlus 12-y9y,un
מקלדת,logi,lINEAR
ca,USB-CtoLightning,Blue
עכבר,אפל Magiic Mouse,0xx_אלחוטי
y9x_Studio,airp,Headphones
Corsair K70,Kybrd,Li&ear
כרטיס סים,,Verizon mICRO sim
מצלמת אינטרנט,mi,4K
מסך גיימינג,אזוס ROG Swiift,144Hz
Hdphns,sENNHEISER hd 600,Studio
מצלמת רשת,HD PPro,לוג'ייתק CC920
כבל,hdmi 2.1,braid
ca 2M,Ethrrnet Cat6,
ראוטר,,???
מאוס113_Mouse,אפלMagicMouse,Ergonomicc
מצלמת אינטרנט,eאל ג'יat,58c_Studio
na,55G,SIMCard
אוזניות קשת-31z over-,Sny WH-1000XM5,
מחשב נייד,0,003_Keyboard
sTUDIO,Webwam,Eאל ג'יatoFacecam
אוזניות קשת,senn,wire
ultr,דל U@traSharp,Monitor
,864_TP-Link Archer,v2
מצלמת אינטרנט,Rzr Ky,
מקלדת גיימינג,Logit%ch MX Keys,Tctl
לוג'ייתקMXMaster3,Mouse,אלחוטי
Cab$e,Ethernet Catt6,y69_Blue
usb-c TO lIGHTNING,Braided,Cabble
מסך,סמסונג Odyssey G9-y40,4KK
,095_סמסונג Odyssey G9,ul
Cbl,2q,
טלפון נייד,Phn 15,Proo Max
כרטיס סים,SM,AT&T
אוזניות,airp,Std
???,Netgear Nigghthawk,yaz_AX55
44K,MicrosoftLifeCam,webc
Wzred,ste,unknown
OnlPlus 12,mobi,128g
מצלמת אינטרנט,Louitech C920,
v2,000_Router,TP-Link Abcher
מחשב נייד,m3 mAX,MycBook Pro 16
R7000,Netgear Nigghthawk,Router-bz4
ראוטר,nETGEAR nIGHTHAWK,R70000
at&t,nANO sim,SIM Cerd
אוזניות,---,AirPods Max
ראוטר,542_TP-Link Archer,R700!
,3eGB RAM,Lenoyo ThinkPad X1
מקלדת,,Wrlss
מוניטורר,אזוס ROG Swift,b44Hz
ראוטר,סיסקוISR,r70
AT&T,yc7_eSIM,SIM Card
סימ,Micro SIM,Vrzn
כבל,displ,Brraided
לפטופפ,רייזרBlade15,ol
מצלמת אינטרנט,1080P60,
Ms,SteelSeries Rival 3-298,wi
מצלמת אינטרנט,EEאל ג'יato Facecam,4k
22m,Cable,Ethernet Cat6-033
טלפון נייד,Pixel8,ProMax
cab,HDMI  2.1,2M
מצלמה,mICROSOFT lIFEcAM,HDPro
couse,yby_לוג'יטק MX Master 3,wir
ra,Keyboard,rgb
Rou*er,TP-Link A9cher,R7060
unknown,AirP#ds Max,hea
מצלמה,,1#80p60
כרטיס סים,N&no SIM,5G
  ,סוני WH-1000XM5,אלחוטי
hea,סוניWH-1000XM5,אלחוטי
,Over-EEar,Heeadphones
,OnePluus 12,Pro Max-050
מסך,אזוס  ROG Swift,Ultrawide
אוזניות קשת2es,AirPodsMax,Noise Cancel9ing
SM Crd Nano 7IM,,AT&T
asus rog sWIFT,Mnnitor,144hZ
מצלמת אינטרנט,רייזר Kiyo,4k
Rtr,TP-LinkArcher,R7000
,Eעל ג'ייmto Facecam wEBCAM,1080p60
סימ,nano,AT&&T
Cabse,,50
ראוטר,net,v2
,128gb Mbl Phn,iph
מסך מחשב,Ultrawide אזוס ROG Swif#,
???,Mntr,דלUltraSharp
---,לוג'יטקMXKeys,Tactile
,unknown,Ultrawwide
טלפון נייד,Pixel 8,pr
ראוטרר,TP-LinkArcher,Ax55
מחשב נייד,,OLED Touch-14b
,as Mntr,
captop,  ,3xGB RAM
נתב,Netgear Nighthawk,AX555
כרטיס סים,eSI*,5G
Wbcm,לוג'יטקC920,Studio
ראוטר,Cis7o ISR,R7000
Mntr,del,OLEDD
טלפון נייד,סמסונג Galaxy S2v,pro m
Roouter,NetgearNighthawk,4z31/K9
hd pRO,eאל ג'יATO fACECAM,---
mou,SteelSeries Rival 3-zy3,eRGONOMIC
#REF!,Mobble Phone,Pixel 8
סים,unknown,
אוזניות,sENNHEISER hd 600,Wirele@s
אוזניות בלוטוס,so,sTUDIO
Verizon,nano,SIM Card-b2y
wi,KeychronQ1,K6yboard
סים,Esim,AAT&T
מחשב נייד,mACbOOK pRO 16,M3 Mao
nOISE cANCELLING,hEADPHONES,aIRpODS mAX
טלפון נייד,0,Pro M9x
%able,USB-CtoLightning,50ft
טלפון נייד,sam,ltr
unknown,LLaptop,רייזרBlade15
סימ81_SIM Card,mICRO sim,5G
מחשב נייד,MMacBook Pro 16,Corre i9
^ebcam,לוג'ייתק C920-a1a,4K-96b
כבלל,usb-c,Braided-a15
53a_Ethernet Cat6,,Cable
,2c4_Bose QuietComfort 45,Studio
אוזניות,925_AirPods Max,nOISE cANCELLING
וובקאם,???,
0,nANO sim AT&TT,
Hdphns,Secnheiser HD 600,Szudio
SM Crd,Nn SM,Verizon-88y
מקלדת,keych,  
כבל USB,USB-C to Lightning,Brai0ed
מצלמת אינטרנט,לוג'יטק C9920,Studioo
ראוטרר,b7a_TP-Link Archer,4331/K9-91a
SzM Card,eSIM,Prepapd
נתב7000,סייסקוISR,
מכלדת,Rzr BlckWdw,Tactile
רייזר DeatthAdder,,Mhuse
סים,Nano SIM,AThT
רוטר,,AXX55 סייסקו ISR
,samsu,4p
